business_id,city,state,categories,high_category_consumption,low_category_volume,high_city_state_income,high_star_business,high_review_count
0x885566aa5ffda3ef:0x21347db49fbfaf7a,Florence,South Carolina,Exterior Remodeling or Construction,False,False,False,False,False
0x8855641e85ced4b5:0xb1c4ce9f259f0c2a,Florence,South Carolina,HVAC & Air Quality,True,False,False,False,False
0x8855661ad0fb4773:0xfd08b43d16434de9,Florence,South Carolina,HVAC & Air Quality,True,False,False,False,True
0x885566e87c9fe307:0x83e75e5b059fb45e,Florence,South Carolina,HVAC & Air Quality,True,False,False,False,True
0x88555d979cbf4985:0x905a899a29b9ec90,Florence,South Carolina,Handyman or Other,False,False,False,False,False
0x885560cab4d93d87:0x545087d6b4d3f343,Florence,South Carolina,Handyman or Other,False,False,False,False,False
0x8855671858b165c1:0x7d6b03f22a93af50,Florence,South Carolina,Handyman or Other,False,False,False,False,False
0x885542b37a37dd0b:0xc5b3b50c52cea44c,Florence,South Carolina,Plumbing Services,False,False,False,False,False
0x88555da31a1eaae7:0x33ff2b04d2c2746a,Florence,South Carolina,Electrical Services,False,False,False,False,False
0x885704e2d8e2970f:0x8f527b011f6edaef,Gaffney,South Carolina,HVAC & Air Quality,False,False,False,False,False
0x885704e3cc5699d9:0x37dce55e8f9442ef,Gaffney,South Carolina,Cleaning Services,False,False,False,False,False
0x885705051d86ae61:0xf6f7d70324f5719b,Gaffney,South Carolina,Cleaning Services,False,False,False,False,False
0x8857042782e908f1:0x8a747c046705aea5,Gaffney,South Carolina,Plumbing Services,False,False,False,False,False
0x8857051cda57d7a7:0x372211b07e524bcb,Gaffney,South Carolina,Handyman or Other,False,False,False,False,False
0x8857053d2d33c0dd:0x475e29816b16d4d9,Gaffney,South Carolina,Handyman or Other,False,False,False,False,False
0x8857054d9f4c177b:0x8182334ea103ec70,Gaffney,South Carolina,Handyman or Other,False,False,False,False,False
0x885704ddeb71ae53:0x54d82900068c1406,Gaffney,South Carolina,Interior Remodeling,False,False,False,False,False
0x88ffd503cb57da6b:0xb6bbdcb5b8858246,Georgetown,South Carolina,Cleaning Services,False,True,False,False,False
0x88583303c1b1da53:0xc28ae227e9f36eda,Greenville,South Carolina,Landscape & Garden Services,False,False,False,False,False
0x8859cb510ddd31bb:0xc828fc4aa406f8c1,Greenville,South Carolina,Landscape & Garden Services,False,False,False,False,False
0x88582596ea083e13:0x5b374f3c376a13e2,Greenville,South Carolina,Handyman or Other,False,False,False,False,False
0x885828c68a5e36ab:0x4e751a6b1678fdd7,Greenville,South Carolina,Handyman or Other,False,False,False,False,True
0x88582e340e1dc59b:0x780c141f3709f6cf,Greenville,South Carolina,Handyman or Other,False,False,False,False,False
0x88582e5fd8001135:0x882de6b6b866458d,Greenville,South Carolina,Handyman or Other,False,False,False,False,False
0x88583081453fc933:0xe0b1f8c9d3f376dc,Greenville,South Carolina,Handyman or Other,False,False,False,False,False
0x8857807db99232f9:0xe446a7d7ba56a067,Greenville,South Carolina,Plumbing Services,True,False,False,True,False
0x8858252a8c543c43:0x10a4c267b53ffddc,Greenville,South Carolina,Plumbing Services,True,False,False,True,False
0x885828eb2dd74087:0x7eaef5a77dcb5768,Greenville,South Carolina,Plumbing Services,True,False,False,True,True
0x88582c4a180ca71d:0xa56dfccbd978368a,Greenville,South Carolina,Plumbing Services,True,False,False,True,True
0x88582e5adc16fbe1:0x901efd0f9ecbbca5,Greenville,South Carolina,Plumbing Services,True,False,False,True,True
0x88583736e2d536e3:0xe6295b924b1987b2,Greenville,South Carolina,Plumbing Services,True,False,False,True,True
0x88583d965f03662d:0xd2f456734fac505d,Greenville,South Carolina,Plumbing Services,True,False,False,True,True
0x885828978abaa0bd:0x568f12c26e400986,Greenville,South Carolina,Interior Remodeling,False,False,False,False,False
0x885828c5dcaa58f9:0xfeb0f6620916c0bb,Greenville,South Carolina,Interior Remodeling,False,False,False,False,False
0x885829a319b6faa1:0x65a262adefe814ae,Greenville,South Carolina,Interior Remodeling,False,False,False,False,False
0x885833fd141c2e25:0xd106fae0fa521d6e,Greenville,South Carolina,Interior Remodeling,False,False,False,False,True
0x88582e4591ecb931:0xb1920d781b7fcd30,Greenville,South Carolina,Roofing & Insulation,False,False,False,False,True
0x885830f74e0c8787:0xc630b07bbbbec086,Greenville,South Carolina,Roofing & Insulation,False,False,False,False,False
0x8858318589f9e77b:0xdbbf20a3ba3b30ca,Greenville,South Carolina,Roofing & Insulation,False,False,False,False,False
0x88582e52433ac7f1:0xee32c8c2a3d1da78,Greenville,South Carolina,Electrical Services,False,False,False,False,False
0x8858322199e7ce21:0xad4795611e817e40,Greenville,South Carolina,Electrical Services,False,False,False,False,False
0x885828c5c4340073:0xb75abbd9139d1e69,Greenville,South Carolina,Exterior Remodeling or Construction,False,False,False,False,True
0x88582eff4d862aa1:0x7cabfc526604ea3e,Greenville,South Carolina,Exterior Remodeling or Construction,False,False,False,False,False
0x88582f1eaa53bb47:0x538241e951cc2180,Greenville,South Carolina,Exterior Remodeling or Construction,False,False,False,False,True
0x885831ce1a2c2c6b:0xbe0da38496ee9400,Greenville,South Carolina,Exterior Remodeling or Construction,False,False,False,False,True
0x885825d33a0dfaa3:0x199087940f5fa823,Greenville,South Carolina,Cleaning Services,True,True,False,False,False
0x885828eb797361ff:0xe1aae99413a58f59,Greenville,South Carolina,Cleaning Services,True,True,False,False,True
0x885828ebb8b37683:0xb69e95e32f681f31,Greenville,South Carolina,Cleaning Services,True,True,False,False,True
0x88582c4a1b9ee6e3:0xb069595f4126270b,Greenville,South Carolina,Cleaning Services,True,True,False,False,False
0x88582e0ae723cb73:0xb50d293feab0f6e0,Greenville,South Carolina,Cleaning Services,True,True,False,False,False
0x88582e4ea3cdf459:0xa3f9a49715894be8,Greenville,South Carolina,Cleaning Services,True,True,False,False,True
0x88582f3029ccf749:0x816b39fd7dccb7e0,Greenville,South Carolina,Cleaning Services,True,True,False,False,True
0x8858311e40f5e49f:0x3816a7853f7bf917,Greenville,South Carolina,Cleaning Services,True,True,False,False,False
0x885831819e3b75f3:0x64fc59935ce05d7,Greenville,South Carolina,Cleaning Services,True,True,False,False,True
0x885832d9817490ff:0xcd184ff13df44f44,Greenville,South Carolina,Cleaning Services,True,True,False,False,False
0x88583a8579037507:0xb14404d847ab4cc0,Greenville,South Carolina,Cleaning Services,True,True,False,False,False
0x8858487a1ed1f467:0xeb59e9e0d5e66c73,Greenville,South Carolina,Cleaning Services,True,True,False,False,False
0x885827cd1860fa67:0x323ce7fadeda647a,Greenville,South Carolina,Appliance Repair & Installation,True,False,False,False,True
0x88582858a6a846cf:0xea1c3ea4505923f5,Greenville,South Carolina,Appliance Repair & Installation,True,False,False,False,True
0x885829054de2bbd5:0x9daaeacfda9f4a63,Greenville,South Carolina,Appliance Repair & Installation,True,False,False,False,True
0x88582f0109ce549f:0x13ad891d260ee42d,Greenville,South Carolina,Appliance Repair & Installation,True,False,False,False,False
0x88582fb258cb033f:0x7b2510d7f034e6ae,Greenville,South Carolina,Appliance Repair & Installation,True,False,False,False,True
0x88583198c055f573:0x851aee9c4ffe6e36,Greenville,South Carolina,Appliance Repair & Installation,True,False,False,False,False
0x88582547f3b3c6db:0xbfacc77e0ee1968c,Greenville,South Carolina,HVAC & Air Quality,True,False,False,False,True
0x885828cc2c91acff:0x8db7b6a1e061f7f,Greenville,South Carolina,HVAC & Air Quality,True,False,False,False,True
0x885828e22db9821b:0xcc44e3c17a77019c,Greenville,South Carolina,HVAC & Air Quality,True,False,False,False,False
0x8858290fffffffff:0xe5477b5a6bff6a33,Greenville,South Carolina,HVAC & Air Quality,True,False,False,False,False
0x88582dba55f2eb39:0x14d4d8e10333f204,Greenville,South Carolina,HVAC & Air Quality,True,False,False,False,False
0x88582fb18933b07d:0x7210a843045892d1,Greenville,South Carolina,HVAC & Air Quality,True,False,False,False,True
0x88583068c2daa6a7:0x8830bb5ec4e0f023,Greenville,South Carolina,HVAC & Air Quality,True,False,False,False,False
0x8858319e5cbc0001:0xfcaf0f4af9cb948b,Greenville,South Carolina,HVAC & Air Quality,True,False,False,False,False
0x885831e9607fe2df:0xaa88922b18435d1b,Greenville,South Carolina,HVAC & Air Quality,True,False,False,False,False
0x89aec2e686e7f03d:0x2188f0a11f58c300,Greenville,South Carolina,HVAC & Air Quality,True,False,False,False,True
0x88f80112ddf82ec5:0xdcf234256bba3981,Greenwood,South Carolina,Appliance Repair & Installation,False,True,False,False,False
0x88f80139b816ffd7:0xed0418273bb7eb41,Greenwood,South Carolina,Appliance Repair & Installation,False,True,False,False,False
0x88f80172e1799439:0xbf8dd2a056525ca2,Greenwood,South Carolina,Appliance Repair & Installation,False,True,False,False,False
0x88f801731a5ed653:0xfc9e171041f7f89e,Greenwood,South Carolina,Appliance Repair & Installation,False,True,False,False,False
0x88f8014b1794e399:0xbd598a51d705642e,Greenwood,South Carolina,Interior Remodeling,False,False,False,False,False
0x88f80118a96c2409:0x61df3f4d1f95df7b,Greenwood,South Carolina,HVAC & Air Quality,True,False,False,True,True
0x88f801eb40a3a497:0xd17c19b821e23525,Greenwood,South Carolina,Plumbing Services,False,False,False,True,True
0x88f801a8d6bab0b7:0xa74568576a34727a,Greenwood,South Carolina,Exterior Remodeling or Construction,False,False,False,False,False
0x88f801c693ce5809:0x2e4737f68265bbd5,Greenwood,South Carolina,Exterior Remodeling or Construction,False,False,False,False,False
0x88f800fc3b91a121:0xb19deb65022f5b67,Greenwood,South Carolina,Cleaning Services,True,False,False,True,False
0x88f801a96ebc70ed:0xc65e9414785e3c05,Greenwood,South Carolina,Cleaning Services,True,False,False,True,False
0x88f804275bcdf82f:0xd208e39a95f5ddd5,Greenwood,South Carolina,Cleaning Services,True,False,False,True,True
0x88540fda1103c381:0x55274fff67a2ca9e,Greer,South Carolina,Masonry & Concrete Services,False,False,True,False,False
0x885780cf4643f197:0xf902827ce4b1b1de,Greer,South Carolina,Handyman or Other,True,True,True,False,True
0x885829f781a19d8b:0x3bddaae394eab9d7,Greer,South Carolina,Handyman or Other,True,True,True,False,False
0x88582b1b9ea12d47:0xc264f40b27bee26c,Greer,South Carolina,Handyman or Other,True,True,True,False,False
0x88582b7830f5271b:0x172cc255c7b0904,Greer,South Carolina,Handyman or Other,True,True,True,False,True
0x885829bb52be8459:0x92ed48d79919f7ad,Greer,South Carolina,Exterior Remodeling or Construction,False,True,True,False,True
0x885829f9536ef113:0x59308c765c38d5b,Greer,South Carolina,Exterior Remodeling or Construction,False,True,True,False,False
0x88582a1661b02849:0xb7378dac1f46ad68,Greer,South Carolina,Exterior Remodeling or Construction,False,True,True,False,False
0x88582b11c4a50375:0x212c6f8a15ae37,Greer,South Carolina,Exterior Remodeling or Construction,False,True,True,False,False
0x885787414198ffe1:0x235c47c7c8d056cc,Greer,South Carolina,Interior Remodeling,False,False,True,False,False
0x88582a16b8509833:0x29c385d31d34d8ca,Greer,South Carolina,Interior Remodeling,False,False,True,False,False
0x885831d6aaaaaaab:0x957aac0cecf2f591,Greer,South Carolina,Interior Remodeling,False,False,True,False,False
0x88582116015435af:0xde9e2e3d4fa7096a,Greer,South Carolina,Landscape & Garden Services,False,False,True,False,True
0x885829f70ffb20f9:0xc2045f1fbb4f5900,Greer,South Carolina,Landscape & Garden Services,False,False,True,False,False
0x88582afcab31c0a1:0xf2a8bd3d72979649,Greer,South Carolina,HVAC & Air Quality,True,True,True,False,False
0x88582b27b09ba63d:0x46f4f8698870ca49,Greer,South Carolina,HVAC & Air Quality,True,True,True,False,True
0x8859d4eba622baf3:0x4917d17f73978c2b,Greer,South Carolina,HVAC & Air Quality,True,True,True,False,True
0x8859d555a32782d9:0x269720e868c7d5b5,Greer,South Carolina,HVAC & Air Quality,True,True,True,False,True
0x885828e5d69cba0b:0xfdf40d97623d50d6,Greer,South Carolina,Cleaning Services,False,False,True,True,True
0x88582a16f7eebf2b:0x59f154dd5de41771,Greer,South Carolina,Cleaning Services,False,False,True,True,False
0x88582abcb4f11a29:0xe36f0ddf920c1ecb,Greer,South Carolina,Cleaning Services,False,False,True,True,False
0x88fe640955555555:0x52ffbfbc7d829448,Hanahan,South Carolina,Exterior Remodeling or Construction,False,True,False,False,False
0x88fe647faa2c767d:0x9f616e2a146ef9ba,Hanahan,South Carolina,Exterior Remodeling or Construction,False,True,False,False,False
0x88fe63f1f8b6e777:0x60f2b731ca5b03c3,Hanahan,South Carolina,Cleaning Services,False,False,False,False,False
0x88fe64801c8f4d35:0x3ed26285d91af0,Hanahan,South Carolina,Handyman or Other,False,False,False,True,False
0x885575d1ef66d79d:0x68a85598209acd90,Hartsville,South Carolina,Cleaning Services,False,False,False,False,False
0x8855764227873261:0x2ef187991adc514d,Hartsville,South Carolina,Appliance Repair & Installation,False,False,False,False,False
0x885575de882efc5f:0x291dd113ef7ec822,Hartsville,South Carolina,Exterior Remodeling or Construction,False,False,False,False,False
0x8855758ce2c162a7:0x40f94f81fbf58ca1,Hartsville,South Carolina,HVAC & Air Quality,False,False,False,True,False
0x885575d04b845b9d:0xa10e8672b8ea0898,Hartsville,South Carolina,HVAC & Air Quality,False,False,False,True,False
0x885575e0a181878f:0xd2bb83358cef07d7,Hartsville,South Carolina,Handyman or Other,False,False,False,False,False
0x8857702b29332cc9:0x75a9995387944c0e,Inman,South Carolina,Plumbing Services,False,False,False,False,False
0x88577be44e4352fb:0x24078d78c1dc7ec7,Inman,South Carolina,Plumbing Services,False,False,False,False,False
0x88577b0a8a0cb291:0x42d7e86d06fa3e8a,Inman,South Carolina,Handyman or Other,False,False,False,False,False
0x885770e5e74434bd:0xecb863aaf82178ff,Inman,South Carolina,HVAC & Air Quality,False,False,False,False,False
0x88577bd66c73bbe9:0x157cac308f4d6aed,Inman,South Carolina,Cleaning Services,False,False,False,True,False
0x88f88270fd70818f:0x15f3850ca81e8819,Irmo,South Carolina,Interior Remodeling,False,False,False,False,False
0x88f89f3011885a6b:0x7102454105b3d109,Irmo,South Carolina,Interior Remodeling,False,False,False,False,False
0x88f89e9905b50d65:0x1ef8374e3449453a,Irmo,South Carolina,Plumbing Services,False,False,False,False,False
0x88f89f3a90e8e7a9:0xa345dca84abc21ca,Irmo,South Carolina,Exterior Remodeling or Construction,False,False,False,False,True
0x88f89edc53b2f89b:0xc990bc67999922d5,Irmo,South Carolina,Cleaning Services,True,True,False,False,True
0x88f8a20430bf8f0f:0xacf10f73cd79f976,Irmo,South Carolina,Cleaning Services,True,True,False,False,False
0x88f8a2047ea89cbd:0xc4db84fd05f11a4a,Irmo,South Carolina,Cleaning Services,True,True,False,False,True
0x88f898be76930f6d:0xd5da406eff32bddc,Irmo,South Carolina,Handyman or Other,True,True,False,False,False
0x88f89955ae133a89:0xc7ac7633dff0982e,Irmo,South Carolina,Handyman or Other,True,True,False,False,False
0x88f89f49e580bbf3:0x45ba49c356972649,Irmo,South Carolina,Handyman or Other,True,True,False,False,True
0x88fe61dc874345ef:0x2eef43618bc22944,Ladson,South Carolina,Handyman or Other,False,True,False,False,False
0x88fe8a2173f1f703:0xa4c5841e138048a3,Ladson,South Carolina,Handyman or Other,False,True,False,False,False
0x88fe8b391b120ce7:0x5d4453f2738d60c0,Ladson,South Carolina,Handyman or Other,False,True,False,False,False
0x88fef32a2fcf4043:0x276b718a750ed19b,Ladson,South Carolina,Cleaning Services,True,False,False,True,True
0x88fe61db0ccecdd3:0x5c7e4dfded81536f,Ladson,South Carolina,Interior Remodeling,False,False,False,False,False
0x88fe8bc25f24914f:0xa918017cb897840,Ladson,South Carolina,HVAC & Air Quality,True,False,False,False,True
0x88fe6019add31899:0x321c359224ffff24,Ladson,South Carolina,Exterior Remodeling or Construction,True,True,False,False,True
0x88fe8a6b64243f35:0x9f36acaed6396256,Ladson,South Carolina,Exterior Remodeling or Construction,True,True,False,False,False
0x88fe8a98c832ffff:0x34c5d9877b8e2414,Ladson,South Carolina,Exterior Remodeling or Construction,True,True,False,False,True
0x8855cfab4b48c61b:0xc6bc75269995def7,Lancaster,South Carolina,HVAC & Air Quality,False,False,False,True,False
0x8855d70a5c7f5557:0x6a812d578d390a6b,Lancaster,South Carolina,HVAC & Air Quality,False,False,False,True,False
0x8855d79d8b2bffab:0x77ca9e323df667d3,Lancaster,South Carolina,Cleaning Services,False,False,False,False,False
0x8855d7a6e62cb915:0x25263fddc3de87b7,Lancaster,South Carolina,Cleaning Services,False,False,False,False,False
0x8855d7a0cdcefc93:0xe1bdd399a5bd957b,Lancaster,South Carolina,Interior Remodeling,False,False,False,True,False
0x88542a7ba303b875:0x4782cb9b7c63421,Lancaster,South Carolina,Handyman or Other,False,False,False,False,False
0x8855d7a60c6bcf73:0x682be98d7813c58e,Lancaster,South Carolina,Handyman or Other,False,False,False,False,False
0x8855d6fffffc4171:0xaacf6de58df8f6cc,Lancaster,South Carolina,Exterior Remodeling or Construction,False,False,False,False,False
0x885762f3c03f5fd9:0xaa34e4c0106e3216,Landrum,South Carolina,Handyman or Other,False,False,False,True,False
0x8857ee917e51c2c5:0xd372b5cb634170da,Laurens,South Carolina,Handyman or Other,True,True,False,True,False
0x8857f65ba1826d03:0xb1e788451872f9f2,Laurens,South Carolina,Handyman or Other,True,True,False,True,False
0x88f8901581a0fb87:0xd8b632753f2b8120,Lexington,South Carolina,HVAC & Air Quality,False,False,True,True,False
0x88f890d237ec0d47:0x1f9bbf9c1fcd5e7a,Lexington,South Carolina,HVAC & Air Quality,False,False,True,True,True
0x88f896b36b9789fb:0xd2f930ca97dbcb35,Lexington,South Carolina,Exterior Remodeling or Construction,True,False,True,True,False
0x88f8971c3219660f:0x9b6debda6e8ae06d,Lexington,South Carolina,Exterior Remodeling or Construction,True,False,True,True,False
0x88f89811d9a3d0bd:0x1ba4984e0bc0b79f,Lexington,South Carolina,Exterior Remodeling or Construction,True,False,True,True,True
0x88f89f379a90cc8b:0x72117ebf3ea9347f,Lexington,South Carolina,Exterior Remodeling or Construction,True,False,True,True,False
0x88f8bd2771315011:0xee500d3993a1c38,Lexington,South Carolina,Exterior Remodeling or Construction,True,False,True,True,True
0x88f890d0a3e7f523:0x9ef5e512e4befe70,Lexington,South Carolina,Cleaning Services,True,False,True,False,False
0x88f890fd281647d5:0xa64dabeac5a5f3e5,Lexington,South Carolina,Cleaning Services,True,False,True,False,False
0x88f896ded84f4ccf:0x34fcda8af400413e,Lexington,South Carolina,Cleaning Services,True,False,True,False,False
0x88f89751b443fb2f:0x3877819f4bcf4a50,Lexington,South Carolina,Cleaning Services,True,False,True,False,True
0x88f8bd774471206d:0xc13e792d88f45e8,Lexington,South Carolina,Cleaning Services,True,False,True,False,False
0x88f88df61ce00b57:0x8bbb4b2aeb51f6d6,Lexington,South Carolina,Landscape & Garden Services,False,False,True,False,False
0x88f897a961152263:0xdc8c1d6ec13eda0c,Lexington,South Carolina,Landscape & Garden Services,False,False,True,False,False
0x88f8a446434d2561:0x6a580304ecae680d,Lexington,South Carolina,Landscape & Garden Services,False,False,True,False,False
0x88f890d941287115:0x180ec3b55945320,Lexington,South Carolina,Appliance Repair & Installation,False,False,True,False,False
0x88f897806dfda0bb:0xa4bf3cfe84646553,Lexington,South Carolina,Appliance Repair & Installation,False,False,True,False,False
0x88f8a30bd37f34b3:0x7a9a71a1e9b6b87f,Lexington,South Carolina,Appliance Repair & Installation,False,False,True,False,True
0x88f8bd7ea7f89cd5:0x2142c7dade6701b,Lexington,South Carolina,Appliance Repair & Installation,False,False,True,False,True
0x88f89931d32a4063:0x9350d9b37d7c5bd,Lexington,South Carolina,Electrical Services,False,False,True,True,True
0x88f896c56c7cc9c7:0xbde0a3e1e9211e37,Lexington,South Carolina,Interior Remodeling,False,False,True,False,False
0x88f8972164bfb1bf:0x27b57f550b56caa0,Lexington,South Carolina,Interior Remodeling,False,False,True,False,False
0x88f8bd772338e36b:0xa636a02cb9535b0a,Lexington,South Carolina,Interior Remodeling,False,False,True,False,False
0x88f897afa1ec6f5d:0x95516d702a3007c0,Lexington,South Carolina,Roofing & Insulation,False,False,True,True,True
0x88f890d0bb97d6bf:0x2249f5ad5ec464d6,Lexington,South Carolina,Handyman or Other,False,True,True,False,True
0x88f890dcd7ec6cc9:0xc9aab550d8a4ac3b,Lexington,South Carolina,Handyman or Other,False,True,True,False,False
0x88f8971f640fc333:0xec31e2e32f9b7a4d,Lexington,South Carolina,Handyman or Other,False,True,True,False,False
0x88f897246fab2837:0x30cf703e30192ab5,Lexington,South Carolina,Handyman or Other,False,True,True,False,False
0x88f8972d811bcffb:0xbc91f86c539b4f15,Lexington,South Carolina,Handyman or Other,False,True,True,False,False
0x88f8bd4c5c0399e7:0x61da86b14eb401d7,Lexington,South Carolina,Handyman or Other,False,True,True,False,False
0x88f8eae97573cecf:0x94ec7a3f30f3ddc,Lexington,South Carolina,Handyman or Other,False,True,True,False,False
0x885845972664e561:0xa120cc7a86fa1552,Liberty,South Carolina,Exterior Remodeling or Construction,False,False,False,False,False
0x88578340fcca217d:0xaf7ddf37d9019e80,Moore,South Carolina,HVAC & Air Quality,True,False,True,False,True
0x88579ccca83207e9:0xfc872baf3997b252,Moore,South Carolina,Roofing & Insulation,False,False,True,False,False
0x8857d6b72d430165:0xf5f09236b022489b,Newberry,South Carolina,Cleaning Services,False,False,False,True,False
0x14e4986df471cd7d:0x70c37a264053013f,North,South Carolina,Interior Remodeling,False,False,False,False,False
0x88f8d515e942b42f:0x315915b35a6a6f6,Orangeburg,South Carolina,HVAC & Air Quality,False,False,False,False,False
0x88f8d5392eee1499:0xe178aed6d0956bab,Orangeburg,South Carolina,Appliance Repair & Installation,False,False,False,False,False
0x88f8d54a5608cfd3:0x62a5825e72a04648,Orangeburg,South Carolina,Landscape & Garden Services,True,False,False,False,True
0x88f8d4930220f4c3:0x8e4a404cd7f38ea2,Orangeburg,South Carolina,Handyman or Other,False,False,False,False,False
0x88f8d5768fc32c29:0x8704ca2e7f4b974c,Orangeburg,South Carolina,Cleaning Services,False,False,False,False,False
0x88582432b9c0bc03:0x3bf51192dff0b6cd,Piedmont,South Carolina,HVAC & Air Quality,True,False,False,True,True
0x88583af89bcdc0fd:0xb4da327d10f8db31,Piedmont,South Carolina,Electrical Services,True,False,False,True,True
0x885824acbc956107:0xca3140019b18cd1b,Piedmont,South Carolina,Handyman or Other,False,False,False,False,False
0x88583edd86ed0983:0x10157b52f2ad048d,Piedmont,South Carolina,Handyman or Other,False,False,False,False,False
0x88fe8f530ee40daf:0x499674b80c9c3730,Ridgeville,South Carolina,Handyman or Other,False,False,False,False,False
0x88feed6ba2811865:0x266c99df0f09c4ab,Ridgeville,South Carolina,Handyman or Other,False,False,False,False,False
0x88f92b1bdf50f891:0x28528ad5f591fd67,Rowesville,South Carolina,Handyman or Other,False,False,False,False,False
0x8858f4916fa11789:0x910bff7c8f4b1f1e,Seneca,South Carolina,Cleaning Services,False,False,True,False,True
0x8858f4f318c17e09:0x2013236ecb43b9b,Seneca,South Carolina,Cleaning Services,False,False,True,False,False
0x8858f4e401604197:0xdcd3b660bc3c09b9,Seneca,South Carolina,HVAC & Air Quality,True,False,True,True,True
0x8858f5065014359f:0x208bf5846f9a386c,Seneca,South Carolina,HVAC & Air Quality,True,False,True,True,True
0x8858f49d8084c50f:0x56e52bd2b53f11d1,Seneca,South Carolina,Interior Remodeling,False,False,True,False,False
0x88585f760969a433:0x27580e210628d41a,Seneca,South Carolina,Exterior Remodeling or Construction,False,False,True,False,False
0x8858f5020290c0e1:0xa0d2157ca90cf47c,Seneca,South Carolina,Exterior Remodeling or Construction,False,False,True,False,False
0x8858f5adba94b9cb:0x292cd6d220316fc6,Seneca,South Carolina,Handyman or Other,False,False,True,True,False
0x8858f485935400f5:0x687cfb6fbb26af9a,Seneca,South Carolina,Appliance Repair & Installation,False,False,True,False,False
0x8858f48dc66d996b:0x6c8c14ea2c6ada6a,Seneca,South Carolina,Appliance Repair & Installation,False,False,True,False,False
0x88582e8555555555:0xe9a711f23d35eb3c,Simpsonville,South Carolina,Interior Remodeling,False,False,True,False,True
0x885788938a5930db:0x5d7f9d76f207c164,Simpsonville,South Carolina,Handyman or Other,False,True,True,False,False
0x885823f28d768879:0xb6360b9c668ad92f,Simpsonville,South Carolina,Handyman or Other,False,True,True,False,False
0x88582688575dfddf:0x533e908b26cc2fd9,Simpsonville,South Carolina,Handyman or Other,False,True,True,False,False
0x885827072f40884b:0x8c8e1d69f03589d3,Simpsonville,South Carolina,Handyman or Other,False,True,True,False,False
0x885827cadcd765f1:0xd1c825c6a16a574e,Simpsonville,South Carolina,Handyman or Other,False,True,True,False,False
0x885828035bcfbc77:0x30aba85b36abecf6,Simpsonville,South Carolina,Handyman or Other,False,True,True,False,False
0x8858280a2674228f:0x554afa08ee519e63,Simpsonville,South Carolina,Handyman or Other,False,True,True,False,False
0x885820de7f173b1f:0x8fbea9f05e6685c3,Simpsonville,South Carolina,Appliance Repair & Installation,False,False,True,False,False
0x88582702cba37fb7:0xd8ab59348692151d,Simpsonville,South Carolina,Appliance Repair & Installation,False,False,True,False,False
0x88582688ee22410f:0x586b740a0e5fc3a9,Simpsonville,South Carolina,Cleaning Services,False,False,True,False,True
0x8858266737da19b9:0x5308d95f2064967e,Simpsonville,South Carolina,Masonry & Concrete Services,False,False,True,False,False
0x885826e45da42569:0x3286182c885c4123,Simpsonville,South Carolina,Masonry & Concrete Services,False,False,True,False,False
0x8858265b525c1c19:0x3b63e8d338c92ef7,Simpsonville,South Carolina,Exterior Remodeling or Construction,False,False,True,False,False
0x88582702937db69f:0x933a409916d40c27,Simpsonville,South Carolina,Exterior Remodeling or Construction,False,False,True,False,False
0x885828146892b593:0x2d5cceef0bd07914,Simpsonville,South Carolina,Exterior Remodeling or Construction,False,False,True,False,True
0x8858268ac8a071cf:0xcf91a62bdd5a6f6e,Simpsonville,South Carolina,Landscape & Garden Services,False,False,True,False,False
0x885774abaff92811:0x3ff13b52a7ed43ff,Spartanburg,South Carolina,Exterior Remodeling or Construction,False,False,False,False,False
0x885775158b7d0099:0xfa6d8c7bbf67f310,Spartanburg,South Carolina,Exterior Remodeling or Construction,False,False,False,False,False
0x885777058ca018f9:0x9f56e274647c1260,Spartanburg,South Carolina,Exterior Remodeling or Construction,False,False,False,False,False
0x885780ee3faf8a9b:0xb4192240221da3e3,Spartanburg,South Carolina,Exterior Remodeling or Construction,False,False,False,False,True
0x88579da66207fd3b:0x8ac0f85683c77dff,Spartanburg,South Carolina,Exterior Remodeling or Construction,False,False,False,False,False
0x8857746a86bdd0cd:0x5fb6064a42ab9bc1,Spartanburg,South Carolina,HVAC & Air Quality,False,False,False,False,True
0x885775e08f600f5d:0x1496ae2f01a4aca2,Spartanburg,South Carolina,HVAC & Air Quality,False,False,False,False,True
0x88579e60b6b59f4b:0x1f0469295f92a34d,Spartanburg,South Carolina,HVAC & Air Quality,False,False,False,False,False
0x8857753dc5a907e3:0x616f15b32b2aeca0,Spartanburg,South Carolina,Handyman or Other,False,False,False,False,False
0x88577669b2bc2b8d:0xda73426ca5f0b695,Spartanburg,South Carolina,Handyman or Other,False,False,False,False,False
0x88577674492c4a9f:0xd071680e693972c3,Spartanburg,South Carolina,Handyman or Other,False,False,False,False,False
0x88579d04c90c24e5:0x9e1855a2d9094b3c,Spartanburg,South Carolina,Handyman or Other,False,False,False,False,False
0x8857766fc6a6b0f5:0x3b1e244525259b63,Spartanburg,South Carolina,Cleaning Services,False,False,False,False,False
0x88579e1d66ed8a21:0xbacf16257ea09b97,Spartanburg,South Carolina,Cleaning Services,False,False,False,False,False
0x88579e1eb3d09277:0x417c299a6cfbb3af,Spartanburg,South Carolina,Plumbing Services,False,False,False,True,True
0x88579fe9a946a765:0x4d897eea88521cbd,Spartanburg,South Carolina,Appliance Repair & Installation,False,False,False,False,False
